Date,TSLA,AAPL,UCTT,DRD,ATEC
2015-01-02,219.30999755859375,100.75589752197266,9.420000076293945,1.3541650772094727,16.799999237060547
2015-01-05,210.08999633789062,97.91742706298828,9.390000343322754,1.4449931383132935,16.799999237060547
2015-01-06,211.27999877929688,97.92666625976562,9.300000190734863,1.4945359230041504,16.799999237060547
2015-01-07,210.9499969482422,99.2998046875,9.329999923706055,1.453250527381897,16.440000534057617
2015-01-08,210.6199951171875,103.11512756347656,9.5600004196167,1.4615075588226318,16.799999237060547
2015-01-09,206.66000366210938,103.2257080078125,9.699999809265137,1.535821557044983,16.799999237060547
2015-01-12,202.2100067138672,100.68215942382812,9.399999618530273,1.5605928897857666,16.440000534057617
2015-01-13,204.25,101.57608032226562,9.350000381469727,1.6183925867080688,16.799999237060547
2015-01-14,192.69000244140625,101.18904113769531,9.229999542236328,1.5688499212265015,16.799999237060547
2015-01-15,191.8699951171875,98.4427261352539,9.149999618530273,1.8743629455566406,16.559999465942383
2015-01-16,193.07000732421875,97.67781066894531,9.40999984741211,1.9239054918289185,16.799999237060547
2015-01-20,191.92999267578125,100.1937255859375,9.359999656677246,2.2046468257904053,16.079999923706055
2015-01-21,196.57000732421875,100.95864868164062,9.25,2.2541897296905518,16.079999923706055
2015-01-22,201.6199951171875,103.58513641357422,9.460000038146973,2.2294182777404785,16.200000762939453
2015-01-23,201.2899932861328,104.11962890625,9.399999618530273,2.072533369064331,16.440000534057617
2015-01-26,206.5500030517578,104.23023223876953,9.289999961853027,1.9982192516326904,16.200000762939453
2015-01-27,205.97999572753906,100.58080291748047,9.069999694824219,2.006476640701294,15.84000015258789
2015-01-28,199.3699951171875,106.26691436767578,9.039999961853027,1.9321624040603638,15.600000381469727
2015-01-29,205.1999969482422,109.57537841796875,9.239999771118164,1.8083059787750244,15.720000267028809
2015-01-30,203.60000610351562,107.97183227539062,8.800000190734863,1.915648341178894,15.359999656677246
2015-02-02,210.94000244140625,109.32652282714844,9.09000015258789,1.9073913097381592,15.720000267028809
2015-02-03,218.36000061035156,109.34498596191406,9.449999809265137,1.940419316291809,15.960000038146973
2015-02-04,218.5500030517578,110.18359375,9.479999542236328,1.8661054372787476,16.200000762939453
2015-02-05,220.99000549316406,110.97004699707031,9.720000267028809,1.9734479188919067,16.200000762939453
2015-02-06,217.36000061035156,110.03556823730469,10.069999694824219,1.841334581375122,16.079999923706055
2015-02-09,217.47999572753906,110.76651000976562,10.039999961853027,1.9073913097381592,15.84000015258789
2015-02-10,216.2899932861328,112.89449310302734,9.920000076293945,1.8083059787750244,16.079999923706055
2015-02-11,212.8000030517578,115.54060363769531,9.90999984741211,1.8661054372787476,15.84000015258789
2015-02-12,202.8800048828125,117.0024185180664,9.90999984741211,1.7917917966842651,16.079999923706055
2015-02-13,203.77000427246094,117.57605743408203,9.869999885559082,1.8743629455566406,16.079999923706055
2015-02-17,204.35000610351562,118.26997375488281,9.75,1.7505059242248535,16.200000762939453
2015-02-18,204.4600067138672,119.09342956542969,8.829999923706055,1.7835346460342407,16.200000762939453
2015-02-19,211.7100067138672,118.84358215332031,8.65999984741211,1.7339919805526733,16.200000762939453
2015-02-20,217.11000061035156,119.81507110595703,8.40999984741211,1.6596779823303223,16.200000762939453
2015-02-23,207.33999633789062,123.0533218383789,8.210000038146973,1.6183925867080688,16.200000762939453
2015-02-24,204.11000061035156,122.28540802001953,8.260000228881836,1.610135555267334,16.200000762939453
2015-02-25,203.75999450683594,119.15816497802734,8.329999923706055,1.6183925867080688,16.200000762939453
2015-02-26,207.19000244140625,120.66629028320312,8.350000381469727,1.6266496181488037,16.200000762939453
2015-02-27,203.33999633789062,118.85285186767578,8.260000228881836,1.6514209508895874,17.399999618530273
2015-03-02,197.3300018310547,119.43573760986328,8.40999984741211,1.5771068334579468,18.0
2015-03-03,199.55999755859375,119.68553161621094,8.359999656677246,1.5771068334579468,18.239999771118164
2015-03-04,202.44000244140625,118.9268798828125,8.279999732971191,1.535821557044983,18.0
2015-03-05,200.6300048828125,116.9561767578125,8.3100004196167,1.5027929544448853,18.0
2015-03-06,193.8800048828125,117.1319580078125,8.119999885559082,1.4615075588226318,18.360000610351562
2015-03-09,190.8800048828125,117.63157653808594,8.130000114440918,1.3541650772094727,18.0
2015-03-10,190.32000732421875,115.1982650756836,7.980000019073486,1.2798511981964111,18.0
2015-03-11,193.74000549316406,113.09803771972656,8.09000015258789,1.3376511335372925,18.0
2015-03-12,191.07000732421875,115.14275360107422,8.1899995803833,1.2963653802871704,17.639999389648438
2015-03-13,188.67999267578125,114.34705352783203,8.260000228881836,1.3128795623779297,17.639999389648438
2015-03-16,195.6999969482422,115.60536193847656,8.369999885559082,1.321136713027954,17.520000457763672
2015-03-17,194.72999572753906,117.53904724121094,8.3100004196167,1.2550798654556274,17.280000686645508
2015-03-18,200.7100067138672,118.86211395263672,8.449999809265137,1.3376511335372925,16.68000030517578
2015-03-19,195.64999389648438,117.96466064453125,8.479999542236328,1.321136713027954,17.040000915527344
2015-03-20,198.0800018310547,116.48431396484375,7.800000190734863,1.3046226501464844,16.200000762939453
2015-03-23,199.6300048828125,117.69631958007812,7.860000133514404,1.4037078619003296,16.31999969482422
2015-03-24,201.72000122070312,117.21525573730469,7.880000114440918,1.4367362260818481,16.920000076293945
2015-03-25,194.3000030517578,114.15276336669922,7.650000095367432,1.411965012550354,17.280000686645508
2015-03-26,190.41000366210938,114.94845581054688,7.309999942779541,1.4037078619003296,16.799999237060547
2015-03-27,185.0,114.0324935913086,7.320000171661377,1.4202219247817993,16.799999237060547
2015-03-30,190.57000732421875,116.91915893554688,7.300000190734863,1.370679259300232,16.920000076293945
2015-03-31,188.77000427246094,115.12425231933594,7.150000095367432,1.4284790754318237,17.399999618530273
2015-04-01,187.58999633789062,114.95770263671875,7.260000228881836,1.4697645902633667,17.040000915527344
